Order_Item_ID,Order_ID,Product_ID,Quantity,Unit_Price,Discount,Item_Total
OI00014423,ORD0005484,PROD0065,1,5430.0,2.2,5310.54
OI00014424,ORD0005485,PROD0056,2,2070.0,21.5,3249.9
OI00014425,ORD0005486,PROD0134,1,1020.0,5.9,959.82
OI00014426,ORD0005486,PROD0132,1,3150.0,9.6,2847.6
OI00014427,ORD0005486,PROD0185,3,2020.0,13.4,5247.96
OI00014428,ORD0005486,PROD0135,2,1030.0,14.5,1761.3
OI00014429,ORD0005487,PROD0069,1,410.0,18.6,333.74
OI00014430,ORD0005487,PROD0075,1,1010.0,12.4,884.76
OI00014431,ORD0005487,PROD0076,1,900.0,3.3,870.3
OI00014432,ORD0005487,PROD0077,1,2180.0,23.6,1665.52
OI00014433,ORD0005488,PROD0185,1,2020.0,16.8,1680.64
OI00014434,ORD0005488,PROD0179,3,2060.0,19.2,4993.44
OI00014435,ORD0005488,PROD0174,4,3230.0,26.8,9457.44
OI00014436,ORD0005489,PROD0206,3,5200.0,6.8,14539.2
OI00014437,ORD0005490,PROD0071,2,4550.0,0.0,9100.0
OI00014438,ORD0005491,PROD0130,1,280.0,4.6,267.12
OI00014439,ORD0005491,PROD0065,1,5430.0,18.4,4430.88
OI00014440,ORD0005491,PROD0026,1,4700.0,9.5,4253.5
OI00014441,ORD0005492,PROD0057,2,870.0,10.9,1550.34
OI00014442,ORD0005492,PROD0030,1,11130.0,13.7,9605.19
OI00014443,ORD0005493,PROD0155,3,290.0,2.6,847.38
OI00014444,ORD0005493,PROD0165,1,610.0,17.6,502.64
OI00014445,ORD0005494,PROD0022,1,18610.0,10.1,16730.39
OI00014446,ORD0005494,PROD0029,1,46410.0,0.5,46177.95
OI00014447,ORD0005495,PROD0103,2,2400.0,23.4,3676.8
OI00014448,ORD0005496,PROD0003,1,63870.0,0.0,63870.0
OI00014449,ORD0005496,PROD0165,2,610.0,16.9,1013.82
OI00014450,ORD0005496,PROD0027,2,9980.0,4.8,19001.92
OI00014451,ORD0005497,PROD0018,1,110010.0,9.2,99889.08
OI00014452,ORD0005497,PROD0005,2,12290.0,12.3,21556.66
OI00014453,ORD0005497,PROD0028,3,11120.0,12.1,29323.44
OI00014454,ORD0005497,PROD0011,1,5690.0,0.0,5690.0
OI00014455,ORD0005498,PROD0091,1,1900.0,30.0,1330.0
OI00014456,ORD0005498,PROD0098,1,1230.0,1.4,1212.78
OI00014457,ORD0005499,PROD0067,2,3200.0,0.0,6400.0
OI00014458,ORD0005499,PROD0029,1,46410.0,25.4,34621.86
OI00014459,ORD0005499,PROD0088,2,4340.0,14.1,7456.12
OI00014460,ORD0005499,PROD0098,4,1230.0,7.8,4536.24
OI00014461,ORD0005500,PROD0184,1,2770.0,6.4,2592.72
OI00014462,ORD0005501,PROD0086,4,1520.0,16.3,5088.96
OI00014463,ORD0005501,PROD0095,1,1420.0,11.3,1259.54
OI00014464,ORD0005501,PROD0094,1,840.0,5.3,795.48
OI00014465,ORD0005501,PROD0103,1,2400.0,23.8,1828.8
OI00014466,ORD0005501,PROD0182,3,2770.0,28.0,5983.2
OI00014467,ORD0005502,PROD0094,1,840.0,20.5,667.8
OI00014468,ORD0005502,PROD0038,1,2550.0,4.1,2445.45
OI00014469,ORD0005503,PROD0140,2,6330.0,6.0,11900.4
OI00014470,ORD0005503,PROD0149,3,3680.0,14.4,9450.24
OI00014471,ORD0005504,PROD0178,2,880.0,12.0,1548.8
OI00014472,ORD0005504,PROD0186,3,1000.0,8.5,2745.0
OI00014473,ORD0005504,PROD0173,2,1550.0,6.1,2910.9
OI00014474,ORD0005504,PROD0181,1,4510.0,28.1,3242.69
OI00014475,ORD0005505,PROD0161,1,590.0,40.0,354.0
OI00014476,ORD0005505,PROD0168,1,980.0,30.1,685.02
OI00014477,ORD0005505,PROD0189,1,1460.0,24.0,1109.6
OI00014478,ORD0005505,PROD0165,1,610.0,18.7,495.93
OI00014479,ORD0005506,PROD0103,2,2400.0,21.3,3777.6
OI00014480,ORD0005507,PROD0085,1,1430.0,0.0,1430.0
OI00014481,ORD0005507,PROD0182,1,2770.0,14.7,2362.81
OI00014482,ORD0005507,PROD0089,2,860.0,35.0,1118.0
OI00014483,ORD0005507,PROD0176,1,3930.0,19.9,3147.93
OI00014484,ORD0005508,PROD0152,1,3700.0,25.3,2763.9
OI00014485,ORD0005509,PROD0180,2,1030.0,6.7,1921.98
OI00014486,ORD0005509,PROD0167,2,470.0,24.9,705.94
OI00014487,ORD0005510,PROD0037,2,2580.0,4.4,4932.96
OI00014488,ORD0005511,PROD0184,4,2770.0,17.3,9163.16
OI00014489,ORD0005511,PROD0174,2,3230.0,26.7,4735.18
OI00014490,ORD0005511,PROD0186,1,1000.0,21.7,783.0
OI00014491,ORD0005511,PROD0167,1,470.0,30.7,325.71
OI00014492,ORD0005512,PROD0181,2,4510.0,31.3,6196.74
OI00014493,ORD0005513,PROD0173,1,1550.0,11.1,1377.95
OI00014494,ORD0005513,PROD0171,3,330.0,30.6,687.06
OI00014495,ORD0005513,PROD0008,1,18130.0,5.9,17060.33
OI00014496,ORD0005513,PROD0130,2,280.0,0.7,556.08
OI00014497,ORD0005513,PROD0177,4,4120.0,7.1,15309.92
OI00014498,ORD0005514,PROD0206,1,5200.0,6.6,4856.8
OI00014499,ORD0005514,PROD0193,2,1370.0,3.3,2649.58
OI00014500,ORD0005514,PROD0196,1,2120.0,1.7,2083.96
OI00014501,ORD0005515,PROD0191,1,4890.0,13.5,4229.85
OI00014502,ORD0005515,PROD0196,2,2120.0,9.1,3854.16
OI00014503,ORD0005516,PROD0060,1,820.0,4.0,787.2
OI00014504,ORD0005517,PROD0108,5,87.0,7.5,402.38
OI00014505,ORD0005517,PROD0075,4,1010.0,1.3,3987.48
OI00014506,ORD0005518,PROD0074,5,1620.0,37.2,5086.8
OI00014507,ORD0005518,PROD0200,2,3590.0,0.0,7180.0
OI00014508,ORD0005519,PROD0154,3,1490.0,14.5,3821.85
OI00014509,ORD0005519,PROD0153,3,280.0,24.1,637.56
OI00014510,ORD0005519,PROD0156,1,470.0,22.5,364.25
OI00014511,ORD0005520,PROD0063,1,490.0,0.0,490.0
OI00014512,ORD0005520,PROD0190,1,3730.0,18.5,3039.95
OI00014513,ORD0005520,PROD0205,2,3230.0,0.0,6460.0
OI00014514,ORD0005521,PROD0141,1,2430.0,18.1,1990.17
OI00014515,ORD0005521,PROD0132,2,3150.0,7.9,5802.3
OI00014516,ORD0005521,PROD0144,1,3080.0,10.7,2750.44
OI00014517,ORD0005522,PROD0062,1,3060.0,9.5,2769.3
OI00014518,ORD0005522,PROD0074,2,1620.0,33.3,2161.08
OI00014519,ORD0005523,PROD0174,1,3230.0,29.4,2280.38
OI00014520,ORD0005523,PROD0186,1,1000.0,13.7,863.0
OI00014521,ORD0005524,PROD0091,1,1900.0,22.2,1478.2
OI00014522,ORD0005524,PROD0168,3,980.0,29.5,2072.7
OI00014523,ORD0005524,PROD0097,1,1600.0,22.4,1241.6
OI00014524,ORD0005525,PROD0149,4,3680.0,16.6,12276.48
OI00014525,ORD0005525,PROD0035,3,1400.0,7.6,3880.8
OI00014526,ORD0005526,PROD0088,2,4340.0,10.0,7812.0
OI00014527,ORD0005526,PROD0091,4,1900.0,14.7,6482.8
OI00014528,ORD0005526,PROD0103,1,2400.0,19.0,1944.0
OI00014529,ORD0005526,PROD0097,1,1600.0,13.8,1379.2
OI00014530,ORD0005527,PROD0144,4,3080.0,10.9,10977.12
OI00014531,ORD0005527,PROD0057,1,870.0,7.4,805.62
OI00014532,ORD0005527,PROD0134,4,1020.0,2.1,3994.32
OI00014533,ORD0005528,PROD0025,3,34730.0,0.0,104190.0
OI00014534,ORD0005528,PROD0011,1,5690.0,6.5,5320.15
OI00014535,ORD0005528,PROD0027,1,9980.0,16.7,8313.34
OI00014536,ORD0005529,PROD0004,2,54470.0,10.3,97719.18
OI00014537,ORD0005529,PROD0001,2,24590.0,0.0,49180.0
OI00014538,ORD0005529,PROD0026,1,4700.0,13.1,4084.3
OI00014539,ORD0005529,PROD0008,2,18130.0,18.2,29660.68
OI00014540,ORD0005529,PROD0005,2,12290.0,0.0,24580.0
OI00014541,ORD0005529,PROD0016,2,8580.65,2.0,16818.07
OI00014542,ORD0005530,PROD0185,2,2020.0,30.5,2807.8
OI00014543,ORD0005530,PROD0184,1,2770.0,0.1,2767.23
OI00014544,ORD0005530,PROD0064,3,3370.0,6.6,9442.74
OI00014545,ORD0005530,PROD0019,1,64610.0,0.0,64610.0
OI00014546,ORD0005530,PROD0013,2,3820.0,22.5,5921.0
OI00014547,ORD0005530,PROD0078,3,2760.0,7.8,7634.16
OI00014548,ORD0005531,PROD0164,2,520.0,40.0,624.0
OI00014549,ORD0005531,PROD0157,1,560.0,24.2,424.48
OI00014550,ORD0005531,PROD0160,3,400.0,26.8,878.4
OI00014551,ORD0005532,PROD0045,3,2230.0,16.8,5566.08
OI00014552,ORD0005532,PROD0031,1,3170.0,9.2,2878.36
OI00014553,ORD0005533,PROD0029,2,46410.0,26.6,68129.88
OI00014554,ORD0005533,PROD0174,2,3230.0,15.4,5465.16
OI00014555,ORD0005534,PROD0035,2,1400.0,0.0,2800.0
OI00014556,ORD0005535,PROD0071,2,4550.0,0.0,9100.0
OI00014557,ORD0005535,PROD0076,4,900.0,2.0,3528.0
OI00014558,ORD0005535,PROD0069,1,410.0,16.5,342.35
OI00014559,ORD0005535,PROD0075,3,1010.0,16.6,2527.02
OI00014560,ORD0005536,PROD0099,2,1300.0,0.0,2600.0
OI00014561,ORD0005536,PROD0069,4,410.0,21.6,1285.76
OI00014562,ORD0005536,PROD0165,1,610.0,16.3,510.57
OI00014563,ORD0005536,PROD0085,3,1430.0,3.8,4126.98
OI00014564,ORD0005537,PROD0040,1,2000.0,0.0,2000.0
OI00014565,ORD0005537,PROD0065,3,5430.0,9.0,14823.9
OI00014566,ORD0005537,PROD0041,1,2050.0,12.6,1791.7
OI00014567,ORD0005537,PROD0049,4,1660.0,10.7,5929.52
OI00014568,ORD0005537,PROD0051,2,1350.0,10.7,2411.1
OI00014569,ORD0005538,PROD0082,1,2130.0,0.0,2130.0
OI00014570,ORD0005539,PROD0117,1,230.0,29.8,161.46
OI00014571,ORD0005539,PROD0124,2,250.0,28.3,358.5
OI00014572,ORD0005539,PROD0003,1,63870.0,0.0,63870.0
OI00014573,ORD0005540,PROD0060,1,820.0,6.9,763.42
OI00014574,ORD0005540,PROD0044,1,3150.0,8.1,2894.85
OI00014575,ORD0005541,PROD0179,1,2060.0,20.8,1631.52
OI00014576,ORD0005542,PROD0056,2,2070.0,4.4,3957.84
OI00014577,ORD0005543,PROD0119,1,380.0,12.1,334.02
OI00014578,ORD0005543,PROD0196,2,2120.0,6.2,3977.12
OI00014579,ORD0005543,PROD0112,3,77.0,6.2,216.68
OI00014580,ORD0005544,PROD0155,3,290.0,4.3,832.59
OI00014581,ORD0005544,PROD0177,2,4120.0,11.2,7317.12
OI00014582,ORD0005544,PROD0164,2,520.0,36.1,664.56
OI00014583,ORD0005545,PROD0173,2,1550.0,13.6,2678.4
OI00014584,ORD0005545,PROD0183,4,5660.0,6.4,21191.04
OI00014585,ORD0005546,PROD0053,1,3220.0,3.5,3107.3
OI00014586,ORD0005546,PROD0090,2,1070.0,18.2,1750.52
OI00014587,ORD0005546,PROD0176,3,3930.0,14.9,10033.29
OI00014588,ORD0005546,PROD0150,1,5720.0,29.5,4032.6
OI00014589,ORD0005546,PROD0135,4,1030.0,7.5,3811.0
OI00014590,ORD0005546,PROD0031,1,3170.0,16.7,2640.61
OI00014591,ORD0005547,PROD0134,1,1020.0,6.9,949.62
OI00014592,ORD0005547,PROD0141,2,2430.0,12.5,4252.5
OI00014593,ORD0005548,PROD0039,1,310.0,0.5,308.45
OI00014594,ORD0005549,PROD0160,1,400.0,28.0,288.0
OI00014595,ORD0005549,PROD0103,1,2400.0,13.5,2076.0
OI00014596,ORD0005549,PROD0188,1,400.0,18.5,326.0
OI00014597,ORD0005549,PROD0167,1,470.0,32.2,318.66
OI00014598,ORD0005550,PROD0099,2,1300.0,2.0,2548.0
OI00014599,ORD0005550,PROD0087,1,2630.0,12.4,2303.88
OI00014600,ORD0005550,PROD0148,2,4640.0,22.3,7210.56
OI00014601,ORD0005550,PROD0091,4,1900.0,29.5,5358.0
OI00014602,ORD0005551,PROD0176,3,3930.0,25.0,8842.5
OI00014603,ORD0005551,PROD0173,2,1550.0,5.5,2929.5
OI00014604,ORD0005552,PROD0185,2,2020.0,19.8,3240.08
OI00014605,ORD0005552,PROD0183,1,5660.0,3.6,5456.24
OI00014606,ORD0005552,PROD0171,1,330.0,31.1,227.37
OI00014607,ORD0005553,PROD0188,2,400.0,8.2,734.4
OI00014608,ORD0005554,PROD0161,1,590.0,36.4,375.24
OI00014609,ORD0005554,PROD0168,1,980.0,16.4,819.28
OI00014610,ORD0005555,PROD0125,1,390.0,3.3,377.13
OI00014611,ORD0005556,PROD0045,2,2230.0,13.1,3875.74
OI00014612,ORD0005557,PROD0207,2,1800.0,0.0,3600.0
OI00014613,ORD0005557,PROD0195,3,6730.0,10.4,18090.24
OI00014614,ORD0005557,PROD0201,4,5115.53,23.3,15694.45
OI00014615,ORD0005557,PROD0192,1,11160.0,27.1,8135.64
OI00014616,ORD0005558,PROD0199,1,3100.0,12.9,2700.1
OI00014617,ORD0005558,PROD0145,1,6500.0,6.9,6051.5
OI00014618,ORD0005559,PROD0015,1,84070.0,18.5,68517.05
OI00014619,ORD0005560,PROD0155,1,290.0,13.6,250.56
OI00014620,ORD0005560,PROD0114,1,150.0,15.9,126.15
OI00014621,ORD0005560,PROD0165,1,610.0,19.9,488.61
OI00014622,ORD0005560,PROD0168,1,980.0,23.3,751.66
OI00014623,ORD0005560,PROD0164,1,520.0,33.3,346.84
OI00014624,ORD0005561,PROD0166,2,400.0,17.6,659.2
OI00014625,ORD0005562,PROD0178,5,880.0,7.0,4092.0
OI00014626,ORD0005562,PROD0186,1,1000.0,19.0,810.0
OI00014627,ORD0005562,PROD0175,1,5460.0,10.3,4897.62
OI00014628,ORD0005562,PROD0173,4,1550.0,20.8,4910.4
OI00014629,ORD0005562,PROD0177,2,4120.0,9.3,7473.68
OI00014630,ORD0005563,PROD0177,1,4120.0,10.7,3679.16
OI00014631,ORD0005563,PROD0173,4,1550.0,16.7,5164.6
OI00014632,ORD0005564,PROD0117,2,230.0,27.7,332.58
OI00014633,ORD0005564,PROD0108,1,87.0,10.1,78.21
OI00014634,ORD0005564,PROD0112,1,77.0,11.4,68.22
OI00014635,ORD0005564,PROD0068,5,330.0,0.0,1650.0
OI00014636,ORD0005564,PROD0064,3,3370.0,22.8,7804.92
OI00014637,ORD0005564,PROD0106,2,480.0,33.3,640.32
OI00014638,ORD0005565,PROD0096,1,840.0,18.0,688.8
OI00014639,ORD0005566,PROD0184,2,2770.0,4.0,5318.4
OI00014640,ORD0005566,PROD0173,2,1550.0,16.6,2585.4
OI00014641,ORD0005566,PROD0186,1,1000.0,18.0,820.0
OI00014642,ORD0005566,PROD0035,3,1400.0,5.8,3956.4
OI00014643,ORD0005567,PROD0005,2,12290.0,1.8,24137.56
OI00014644,ORD0005567,PROD0012,3,14410.0,11.8,38128.86
OI00014645,ORD0005568,PROD0133,1,3400.0,14.5,2907.0
OI00014646,ORD0005569,PROD0198,1,5580.0,0.0,5580.0
OI00014647,ORD0005569,PROD0207,2,1800.0,0.0,3600.0
OI00014648,ORD0005570,PROD0154,2,1490.0,16.5,2488.3
OI00014649,ORD0005570,PROD0163,2,350.0,24.2,530.6
OI00014650,ORD0005571,PROD0162,1,390.0,18.6,317.46
OI00014651,ORD0005571,PROD0165,1,610.0,25.0,457.5
OI00014652,ORD0005571,PROD0154,2,1490.0,1.7,2929.34
OI00014653,ORD0005571,PROD0160,3,400.0,21.3,944.4
OI00014654,ORD0005571,PROD0164,4,520.0,35.5,1341.6
OI00014655,ORD0005572,PROD0074,1,1620.0,40.0,972.0
OI00014656,ORD0005572,PROD0022,1,18610.0,10.6,16637.34
OI00014657,ORD0005572,PROD0194,2,5240.0,24.6,7901.92
OI00014658,ORD0005573,PROD0035,4,1400.0,0.0,5600.0
OI00014659,ORD0005573,PROD0067,1,3200.0,0.0,3200.0
OI00014660,ORD0005573,PROD0055,3,2310.0,17.7,5703.39
OI00014661,ORD0005573,PROD0180,1,1030.0,0.0,1030.0
OI00014662,ORD0005573,PROD0045,2,2230.0,8.8,4067.52
OI00014663,ORD0005574,PROD0102,3,4250.0,4.6,12163.5
OI00014664,ORD0005574,PROD0002,2,12360.0,7.1,22964.88
OI00014665,ORD0005575,PROD0072,2,1660.0,14.2,2848.56
OI00014666,ORD0005575,PROD0069,3,410.0,19.3,992.61
OI00014667,ORD0005576,PROD0117,2,230.0,20.9,363.86
OI00014668,ORD0005576,PROD0051,1,1350.0,14.2,1158.3
OI00014669,ORD0005577,PROD0188,2,400.0,24.1,607.2
OI00014670,ORD0005577,PROD0171,2,330.0,30.8,456.72
OI00014671,ORD0005578,PROD0037,2,2580.0,0.0,5160.0
OI00014672,ORD0005578,PROD0056,2,2070.0,0.0,4140.0
OI00014673,ORD0005578,PROD0054,2,2830.0,2.7,5507.18
OI00014674,ORD0005579,PROD0091,1,1900.0,12.2,1668.2
OI00014675,ORD0005580,PROD0128,1,450.0,24.6,339.3
OI00014676,ORD0005580,PROD0127,1,170.0,26.4,125.12
OI00014677,ORD0005580,PROD0111,1,210.0,28.1,150.99
OI00014678,ORD0005581,PROD0039,1,310.0,3.0,300.7
OI00014679,ORD0005581,PROD0201,4,5115.53,26.3,15080.58
OI00014680,ORD0005582,PROD0068,3,330.0,1.7,973.17
OI00014681,ORD0005583,PROD0123,3,340.0,34.6,667.08
OI00014682,ORD0005583,PROD0117,2,230.0,27.5,333.5
OI00014683,ORD0005583,PROD0107,1,150.0,23.2,115.2
OI00014684,ORD0005583,PROD0008,1,18130.0,17.6,14939.12
OI00014685,ORD0005584,PROD0023,1,30193.87,1.4,29771.16
OI00014686,ORD0005584,PROD0194,3,5240.0,16.7,13094.76
OI00014687,ORD0005584,PROD0208,1,1170.0,22.3,909.09
OI00014688,ORD0005584,PROD0003,2,63870.0,3.3,123524.58
OI00014689,ORD0005585,PROD0060,1,820.0,5.2,777.36
OI00014690,ORD0005585,PROD0059,2,2590.0,0.0,5180.0
OI00014691,ORD0005586,PROD0055,2,2310.0,14.9,3931.62
OI00014692,ORD0005587,PROD0086,1,1520.0,22.0,1185.6
OI00014693,ORD0005588,PROD0176,1,3930.0,33.1,2629.17
OI00014694,ORD0005589,PROD0138,1,5440.0,0.9,5391.04
OI00014695,ORD0005589,PROD0135,5,1030.0,15.5,4351.75
OI00014696,ORD0005590,PROD0179,1,2060.0,27.7,1489.38
OI00014697,ORD0005590,PROD0167,2,470.0,33.8,622.28
OI00014698,ORD0005590,PROD0143,1,3570.0,21.0,2820.3
OI00014699,ORD0005590,PROD0173,2,1550.0,21.5,2433.5
OI00014700,ORD0005591,PROD0135,1,1030.0,10.7,919.79
OI00014701,ORD0005591,PROD0141,2,2430.0,13.2,4218.48
OI00014702,ORD0005591,PROD0196,1,2120.0,3.1,2054.28
OI00014703,ORD0005591,PROD0148,1,4640.0,21.6,3637.76
OI00014704,ORD0005591,PROD0147,1,4700.0,3.6,4530.8
OI00014705,ORD0005591,PROD0139,3,5950.0,16.1,14976.15
OI00014706,ORD0005592,PROD0190,1,3730.0,8.2,3424.14
OI00014707,ORD0005592,PROD0161,2,590.0,34.3,775.26
OI00014708,ORD0005593,PROD0090,2,1070.0,13.1,1859.66
OI00014709,ORD0005593,PROD0050,2,4680.0,13.1,8133.84
OI00014710,ORD0005593,PROD0089,1,860.0,40.0,516.0
OI00014711,ORD0005593,PROD0099,2,1300.0,0.0,2600.0
OI00014712,ORD0005594,PROD0125,2,390.0,2.3,762.06
OI00014713,ORD0005595,PROD0187,5,2450.0,30.9,8464.75
OI00014714,ORD0005596,PROD0170,3,440.0,0.0,1320.0
OI00014715,ORD0005596,PROD0159,1,280.0,18.2,229.04
OI00014716,ORD0005597,PROD0096,2,840.0,13.6,1451.52
OI00014717,ORD0005597,PROD0097,2,1600.0,8.9,2915.2
OI00014718,ORD0005597,PROD0094,3,840.0,16.0,2116.8
OI00014719,ORD0005597,PROD0100,2,1340.0,2.3,2618.36
OI00014720,ORD0005597,PROD0161,1,590.0,35.9,378.19
OI00014721,ORD0005597,PROD0104,2,1970.0,15.8,3317.48
OI00014722,ORD0005598,PROD0190,2,3730.0,16.8,6206.72
OI00014723,ORD0005598,PROD0195,1,6730.0,7.1,6252.17
OI00014724,ORD0005599,PROD0202,1,4940.0,21.1,3897.66
OI00014725,ORD0005599,PROD0084,1,1570.0,4.2,1504.06
OI00014726,ORD0005599,PROD0022,2,18610.0,7.2,34540.16
OI00014727,ORD0005599,PROD0203,1,2550.0,12.5,2231.25
OI00014728,ORD0005600,PROD0050,1,4680.0,12.3,4104.36
OI00014729,ORD0005600,PROD0062,1,3060.0,10.2,2747.88
OI00014730,ORD0005601,PROD0079,1,7860.0,14.3,6736.02
OI00014731,ORD0005602,PROD0186,2,1000.0,17.9,1642.0
OI00014732,ORD0005603,PROD0081,1,2430.0,13.3,2106.81
OI00014733,ORD0005604,PROD0173,1,1550.0,20.7,1229.15
OI00014734,ORD0005604,PROD0183,3,5660.0,6.4,15893.28
OI00014735,ORD0005604,PROD0182,2,2770.0,17.6,4564.96
OI00014736,ORD0005605,PROD0174,2,3230.0,20.0,5168.0
OI00014737,ORD0005605,PROD0173,5,1550.0,14.9,6595.25
OI00014738,ORD0005606,PROD0091,2,1900.0,26.5,2793.0
OI00014739,ORD0005606,PROD0101,2,1510.0,0.0,3020.0
OI00014740,ORD0005607,PROD0068,1,330.0,0.0,330.0
OI00014741,ORD0005607,PROD0082,2,2130.0,13.3,3693.42
OI00014742,ORD0005607,PROD0050,1,4680.0,6.0,4399.2
OI00014743,ORD0005608,PROD0201,1,5115.53,40.0,3069.32
OI00014744,ORD0005608,PROD0192,1,11160.0,21.0,8816.4
OI00014745,ORD0005608,PROD0073,1,6500.0,4.5,6207.5
OI00014746,ORD0005608,PROD0191,1,4890.0,7.4,4528.14
OI00014747,ORD0005608,PROD0195,2,6730.0,8.4,12329.36
OI00014748,ORD0005608,PROD0106,4,480.0,22.4,1489.92
OI00014749,ORD0005609,PROD0139,3,5950.0,10.7,15940.05
OI00014750,ORD0005609,PROD0135,1,1030.0,8.6,941.42
OI00014751,ORD0005610,PROD0190,3,3730.0,11.4,9914.34
OI00014752,ORD0005610,PROD0191,1,4890.0,3.7,4709.07
OI00014753,ORD0005611,PROD0184,1,2770.0,1.3,2733.99
OI00014754,ORD0005611,PROD0186,1,1000.0,22.3,777.0
OI00014755,ORD0005612,PROD0170,2,440.0,12.6,769.12
OI00014756,ORD0005612,PROD0164,1,520.0,40.0,312.0
OI00014757,ORD0005612,PROD0168,1,980.0,24.3,741.86
OI00014758,ORD0005613,PROD0160,2,400.0,33.2,534.4
OI00014759,ORD0005613,PROD0174,1,3230.0,20.5,2567.85
OI00014760,ORD0005613,PROD0188,2,400.0,15.9,672.8
OI00014761,ORD0005614,PROD0183,3,5660.0,6.5,15876.3
OI00014762,ORD0005615,PROD0149,2,3680.0,23.8,5608.32
OI00014763,ORD0005616,PROD0203,3,2550.0,11.4,6777.9
OI00014764,ORD0005616,PROD0204,3,1980.0,33.5,3950.1
OI00014765,ORD0005616,PROD0034,4,2530.0,29.0,7185.2
OI00014766,ORD0005616,PROD0115,2,560.0,33.9,740.32
OI00014767,ORD0005617,PROD0139,1,5950.0,9.5,5384.75
OI00014768,ORD0005618,PROD0131,1,770.0,5.7,726.11
OI00014769,ORD0005618,PROD0136,1,1760.0,7.7,1624.48
OI00014770,ORD0005618,PROD0144,1,3080.0,7.3,2855.16
OI00014771,ORD0005618,PROD0050,1,4680.0,18.7,3804.84
OI00014772,ORD0005619,PROD0029,1,46410.0,11.8,40933.62
OI00014773,ORD0005619,PROD0078,2,2760.0,3.7,5315.76
OI00014774,ORD0005619,PROD0028,1,11120.0,8.5,10174.8
OI00014775,ORD0005620,PROD0206,1,5200.0,7.4,4815.2
OI00014776,ORD0005620,PROD0098,1,1230.0,0.0,1230.0
OI00014777,ORD0005620,PROD0207,1,1800.0,0.2,1796.4
OI00014778,ORD0005621,PROD0106,2,480.0,17.8,789.12
OI00014779,ORD0005621,PROD0128,3,450.0,23.7,1030.05
OI00014780,ORD0005621,PROD0127,1,170.0,30.2,118.66
OI00014781,ORD0005621,PROD0023,1,30193.87,4.6,28804.95
OI00014782,ORD0005621,PROD0156,5,470.0,21.4,1847.1
OI00014783,ORD0005621,PROD0112,3,77.0,0.0,231.0
OI00014784,ORD0005622,PROD0132,1,3150.0,8.7,2875.95
OI00014785,ORD0005623,PROD0205,2,3230.0,7.6,5969.04
OI00014786,ORD0005623,PROD0153,3,280.0,15.9,706.44
OI00014787,ORD0005623,PROD0191,4,4890.0,12.3,17154.12
OI00014788,ORD0005623,PROD0122,2,370.0,17.2,612.72
OI00014789,ORD0005623,PROD0199,2,3100.0,16.3,5189.4
OI00014790,ORD0005624,PROD0007,3,63590.0,8.4,174745.32
OI00014791,ORD0005624,PROD0002,1,12360.0,17.0,10258.8
OI00014792,ORD0005624,PROD0029,1,46410.0,0.0,46410.0
OI00014793,ORD0005624,PROD0061,3,5210.0,2.0,15317.4
OI00014794,ORD0005624,PROD0077,3,2180.0,5.6,6173.76
OI00014795,ORD0005625,PROD0008,1,18130.0,5.4,17150.98
OI00014796,ORD0005625,PROD0054,2,2830.0,9.7,5110.98
OI00014797,ORD0005626,PROD0198,1,5580.0,0.0,5580.0
OI00014798,ORD0005626,PROD0200,2,3590.0,0.0,7180.0
OI00014799,ORD0005627,PROD0031,3,3170.0,7.2,8825.28
OI00014800,ORD0005627,PROD0036,1,4230.0,13.6,3654.72
OI00014801,ORD0005628,PROD0168,2,980.0,30.0,1372.0
OI00014802,ORD0005629,PROD0187,4,2450.0,20.9,7751.8
OI00014803,ORD0005629,PROD0094,1,840.0,6.6,784.56
OI00014804,ORD0005629,PROD0184,1,2770.0,6.1,2601.03
OI00014805,ORD0005629,PROD0177,1,4120.0,17.7,3390.76
OI00014806,ORD0005629,PROD0181,2,4510.0,17.0,7486.6
OI00014807,ORD0005629,PROD0160,1,400.0,28.1,287.6
OI00014808,ORD0005630,PROD0133,1,3400.0,3.0,3298.0
OI00014809,ORD0005630,PROD0137,2,3640.0,30.2,5081.44
OI00014810,ORD0005630,PROD0144,2,3080.0,6.0,5790.4
OI00014811,ORD0005630,PROD0136,4,1760.0,5.8,6631.68
OI00014812,ORD0005630,PROD0135,1,1030.0,15.1,874.47
OI00014813,ORD0005631,PROD0194,1,5240.0,10.0,4716.0
OI00014814,ORD0005631,PROD0058,2,2870.0,1.3,5665.38
OI00014815,ORD0005631,PROD0196,2,2120.0,5.9,3989.84
OI00014816,ORD0005632,PROD0039,1,310.0,0.9,307.21
OI00014817,ORD0005633,PROD0058,1,2870.0,9.7,2591.61
OI00014818,ORD0005633,PROD0054,4,2830.0,11.4,10029.52
OI00014819,ORD0005633,PROD0038,1,2550.0,1.2,2519.4
OI00014820,ORD0005633,PROD0059,1,2590.0,0.0,2590.0
OI00014821,ORD0005633,PROD0044,3,3150.0,4.0,9072.0
OI00014822,ORD0005633,PROD0055,1,2310.0,21.3,1817.97
OI00014823,ORD0005634,PROD0140,2,6330.0,9.9,11406.66
OI00014824,ORD0005635,PROD0066,1,2910.0,2.1,2848.89
OI00014825,ORD0005635,PROD0158,5,1190.0,31.8,4057.9
OI00014826,ORD0005636,PROD0148,3,4640.0,22.3,10815.84
