Order_ID,Customer_ID,Order_Date,Order_Status,Sales_Channel,Payment_Method,Shipping_City,Shipping_State,Total_Order_Value
ORD0002565,CUST000392,2024-10-19,Delivered,Mobile App,Credit Card,Mumbai,Maharashtra,2677.74
ORD0002566,CUST000285,2024-10-19,Delivered,Mobile App,Credit Card,Kolkata,West Bengal,1270.66
ORD0002567,CUST002193,2024-10-19,Delivered,Store,Net Banking,Chennai,Tamil Nadu,541.56
ORD0002568,CUST000461,2024-10-19,Delivered,Online,UPI,Pune,Maharashtra,326.79
ORD0002569,CUST000918,2024-10-19,Delivered,Online,UPI,Bengaluru,Karnataka,565.2
ORD0002570,CUST002419,2024-10-19,Delivered,Online,Credit Card,Udaipur,Rajasthan,1012.27
ORD0002571,CUST003745,2024-10-19,Delivered,Store,Net Banking,Ahmedabad,Gujarat,1792.64
ORD0002572,CUST003885,2024-10-19,Delivered,Store,Cash on Delivery,Delhi,Delhi,3566.11
ORD0002573,CUST003034,2024-10-19,Delivered,Store,Net Banking,Bengaluru,Karnataka,1468.94
ORD0002574,CUST003647,2024-10-19,Delivered,Online,Cash on Delivery,Chandigarh,Chandigarh,422.38
ORD0002575,CUST000781,2024-10-19,Delivered,Store,Credit Card,Pune,Maharashtra,1929.98
ORD0002576,CUST003501,2024-10-19,Delivered,Online,UPI,,Maharashtra,934.97
ORD0002577,CUST001656,2024-10-19,Delivered,Online,Net Banking,Bhopal,Madhya Pradesh,1929.86
ORD0002578,CUST000034,2024-10-19,Delivered,Store,UPI,Mumbai,Maharashtra,2099.93
ORD0002579,CUST004266,2024-10-19,Delivered,Online,Debit Card,Bengaluru,Karnataka,791.01
ORD0002580,CUST004183,2024-10-19,Delivered,Mobile App,Credit Card,Bhubaneswar,Odisha,1341.77
ORD0002581,CUST000836,2024-10-19,Cancelled,Mobile App,Net Banking,Delhi,Delhi,593.62
ORD0002582,CUST003041,2024-10-19,Delivered,Store,Credit Card,Udaipur,Rajasthan,622.57
ORD0002583,CUST002781,2024-10-19,Pending,Mobile App,Credit Card,Bengaluru,Karnataka,1688.24
ORD0002584,CUST000642,2024-10-19,Delivered,Mobile App,Credit Card,Patna,Bihar,1989.35
ORD0002585,CUST002201,2024-10-19,Cancelled,Store,Debit Card,Nagpur,Maharashtra,325.73
ORD0002586,CUST002367,2024-10-19,Cancelled,Online,Debit Card,Bengaluru,Karnataka,2645.1
ORD0002587,CUST002763,2024-10-19,Returned,Online,UPI,,Maharashtra,6109.52
ORD0002588,CUST002256,2024-10-19,Delivered,Online,Credit Card,Delhi,Delhi,2094.63
ORD0002589,CUST002010,2024-10-19,Delivered,Store,Debit Card,Ludhiana,Punjab,1968.89
ORD0002590,CUST004056,2024-10-19,Delivered,Store,UPI,Mumbai,Maharashtra,765.65
ORD0002591,CUST002444,2024-10-19,Delivered,Store,Cash on Delivery,Kanpur,Uttar Pradesh,3156.62
ORD0002592,CUST004786,2024-10-19,Cancelled,Online,Debit Card,Delhi,Delhi,1020.86
ORD0002593,CUST000482,2024-10-19,Delivered,Online,UPI,Mumbai,Maharashtra,598.07
ORD0002594,CUST001989,2024-10-19,Cancelled,Store,Cash on Delivery,New Delhi,Delhi,3698.55
ORD0002595,CUST001782,2024-10-19,Delivered,Mobile App,UPI,,Maharashtra,1831.93
ORD0002596,CUST004803,2024-10-19,Returned,Store,Credit Card,Nagpur,Maharashtra,524.18
ORD0002597,CUST001871,2024-10-19,Delivered,Mobile App,Credit Card,Kolkata,West Bengal,1000.65
ORD0002598,CUST004550,2024-10-19,Returned,Online,Credit Card,Mumbai,Maharashtra,611.13
ORD0002599,CUST002645,2024-10-19,Cancelled,Online,Cash on Delivery,Bhopal,Madhya Pradesh,706.63
ORD0002600,CUST000745,2024-10-19,Delivered,Online,Credit Card,Chennai,Tamil Nadu,416.06
ORD0002601,CUST004409,2024-10-19,Returned,Online,Net Banking,Jodhpur,Rajasthan,981.47
ORD0002602,CUST001415,2024-10-19,Delivered,Online,Net Banking,Vadodara,Gujarat,355.81
ORD0002603,CUST003608,2024-10-19,Delivered,Store,UPI,Kanpur,Uttar Pradesh,483.46
ORD0002604,CUST003648,2024-10-19,Delivered,Store,Credit Card,Bengaluru,Karnataka,940.13
ORD0002605,CUST004186,2024-10-19,Delivered,Store,Net Banking,Udaipur,Rajasthan,415.29
ORD0002606,CUST002499,2024-10-19,Delivered,Store,Credit Card,Madurai,Tamil Nadu,382.87
ORD0002607,CUST003648,2024-10-19,Delivered,Online,Debit Card,Bengaluru,Karnataka,859.97
ORD0002608,CUST002646,2024-10-19,Delivered,Mobile App,UPI,Kanpur,Uttar Pradesh,2676.46
ORD0002609,CUST000297,2024-10-19,Delivered,Mobile App,Debit Card,Chennai,Tamil Nadu,1198.67
ORD0002610,CUST001549,2024-10-19,Delivered,Store,Credit Card,Howrah,West Bengal,539.63
ORD0002611,CUST002449,2024-10-19,Delivered,Online,UPI,Indore,Madhya Pradesh,359.18
ORD0002612,CUST001701,2024-10-19,Delivered,Online,Credit Card,Chennai,Tamil Nadu,2346.37
ORD0002613,CUST003275,2024-10-19,Delivered,Mobile App,UPI,Indore,Madhya Pradesh,1492.88
ORD0002614,CUST004452,2024-10-19,Delivered,Store,Credit Card,Udaipur,Rajasthan,1685.88
ORD0002615,CUST004645,2024-10-19,Returned,Store,Credit Card,Kochi,Kerala,837.62
ORD0002616,CUST002238,2024-10-19,Delivered,Store,UPI,Patna,Bihar,433.64
ORD0002617,CUST004661,2024-10-19,Delivered,Mobile App,Cash on Delivery,Kanpur,Uttar Pradesh,1497.65
ORD0002618,CUST000645,2024-10-19,Delivered,Store,UPI,Jodhpur,Rajasthan,461.19
ORD0002619,CUST000893,2024-10-19,Delivered,Online,Debit Card,Coimbatore,Tamil Nadu,1736.01
ORD0002620,CUST004825,2024-10-19,Delivered,Store,Credit Card,,Maharashtra,314.3
ORD0002621,CUST003242,2024-10-19,Delivered,Store,Debit Card,Mumbai,Maharashtra,935.14
ORD0002622,CUST002915,2024-10-19,Delivered,Mobile App,Credit Card,Lucknow,Uttar Pradesh,655.47
ORD0002623,CUST000129,2024-10-19,Delivered,Mobile App,Credit Card,Delhi,Delhi,1270.69
ORD0002624,CUST000624,2024-10-19,Delivered,Online,Credit Card,Kochi,Kerala,1115.16
ORD0002625,CUST002179,2024-10-20,Delivered,Mobile App,UPI,Kanpur,Uttar Pradesh,476.23
ORD0002626,CUST002541,2024-10-20,Delivered,Store,Debit Card,Pune,Maharashtra,548.41
ORD0002627,CUST003901,2024-10-20,Delivered,Online,Debit Card,Chandigarh,Chandigarh,531.53
ORD0002628,CUST000549,2024-10-20,Delivered,Online,Credit Card,Madurai,Tamil Nadu,5141.42
ORD0002629,CUST003039,2024-10-20,Delivered,Store,UPI,Ahmedabad,Gujarat,248.77
ORD0002630,CUST003245,2024-10-20,Delivered,Store,Credit Card,Ahmedabad,Gujarat,1239.83
ORD0002631,CUST003108,2024-10-20,Delivered,Online,UPI,Delhi,Delhi,771.33
ORD0002632,CUST001735,2024-10-20,Returned,Online,UPI,Varanasi,Uttar Pradesh,733.36
ORD0002633,CUST001741,2024-10-20,Delivered,Store,UPI,Kolkata,West Bengal,1550.08
ORD0002634,CUST002761,2024-10-20,Delivered,Online,Credit Card,Ahmedabad,Gujarat,2452.74
ORD0002635,CUST002883,2024-10-20,Delivered,Online,Debit Card,Kolkata,West Bengal,432.23
ORD0002636,CUST001810,2024-10-20,Delivered,Online,Credit Card,Hyderabad,Telangana,1192.01
ORD0002637,CUST002541,2024-10-20,Delivered,Online,UPI,Pune,Maharashtra,446.8
ORD0002638,CUST002411,2024-10-20,Cancelled,Mobile App,UPI,Mumbai,Maharashtra,716.74
ORD0002639,CUST004443,2024-10-20,Delivered,Store,Net Banking,Ahmedabad,Gujarat,273.51
ORD0002640,CUST004717,2024-10-20,Delivered,Online,UPI,Kolkata,West Bengal,1373.71
ORD0002641,CUST000995,2024-10-20,Delivered,Online,Net Banking,Surat,Gujarat,509.57
ORD0002642,CUST000462,2024-10-20,Delivered,Store,Debit Card,Nagpur,Maharashtra,1547.69
ORD0002643,CUST003164,2024-10-20,Delivered,Online,Net Banking,Ahmedabad,Gujarat,1183.77
ORD0002644,CUST001092,2024-10-20,Delivered,Store,UPI,Mumbai,Maharashtra,1239.95
ORD0002645,CUST000668,2024-10-20,Returned,Online,Net Banking,Chennai,Tamil Nadu,934.2
ORD0002646,CUST002132,2024-10-20,Delivered,Mobile App,Net Banking,Pune,Maharashtra,889.43
ORD0002647,CUST000258,2024-10-20,Delivered,Store,Credit Card,,Maharashtra,367.15
ORD0002648,CUST002934,2024-10-20,Delivered,Online,Net Banking,,Maharashtra,953.5
ORD0002649,CUST001521,2024-10-20,Delivered,Mobile App,Credit Card,Madurai,Tamil Nadu,2534.54
ORD0002650,CUST003966,2024-10-20,Delivered,Online,Debit Card,Bengaluru,Karnataka,644.38
ORD0002651,CUST000588,2024-10-20,Returned,Online,UPI,Surat,Gujarat,307.3
ORD0002652,CUST000713,2024-10-20,Delivered,Online,Cash on Delivery,Coimbatore,Tamil Nadu,1805.57
ORD0002653,CUST003840,2024-10-20,Delivered,Online,Cash on Delivery,Pune,Maharashtra,4032.75
ORD0002654,CUST002051,2024-10-20,Returned,Mobile App,Credit Card,Coimbatore,Tamil Nadu,3115.39
ORD0002655,CUST003635,2024-10-20,Delivered,Store,UPI,Bengaluru,Karnataka,351.43
ORD0002656,CUST004969,2024-10-20,Delivered,Online,Cash on Delivery,Pune,Maharashtra,1297.68
ORD0002657,CUST000422,2024-10-20,Delivered,Store,UPI,Patna,Bihar,1490.59
ORD0002658,CUST002182,2024-10-20,Delivered,Store,Credit Card,Hyderabad,Telangana,1288.51
ORD0002659,CUST002039,2024-10-20,Delivered,Online,Debit Card,Delhi,Delhi,1274.38
ORD0002660,CUST002691,2024-10-20,Delivered,Online,UPI,Delhi,Delhi,1703.29
ORD0002661,CUST003937,2024-10-20,Delivered,Mobile App,Cash on Delivery,Kanpur,Uttar Pradesh,700.27
ORD0002662,CUST004136,2024-10-20,Returned,Store,Net Banking,Guwahati,Assam,1019.61
ORD0002663,CUST001335,2024-10-20,Delivered,Online,Debit Card,Mumbai,Maharashtra,587.91
ORD0002664,CUST003646,2024-10-20,Delivered,Mobile App,Credit Card,Chennai,Tamil Nadu,676.08
ORD0002665,CUST000930,2024-10-20,Returned,Online,Debit Card,Delhi,Delhi,281.28
ORD0002666,CUST001052,2024-10-20,Delivered,Online,UPI,Chennai,Tamil Nadu,2162.11
ORD0002667,CUST004936,2024-10-20,Delivered,Store,Cash on Delivery,Delhi,Delhi,1484.99
ORD0002668,CUST004887,2024-10-20,Delivered,Store,UPI,Chandigarh,Chandigarh,727.75
ORD0002669,CUST000839,2024-10-20,Returned,Store,UPI,Mumbai,Maharashtra,3346.9
ORD0002670,CUST001304,2024-10-20,Delivered,Store,Cash on Delivery,Kanpur,Uttar Pradesh,1383.52
ORD0002671,CUST000162,2024-10-20,Delivered,Mobile App,Credit Card,Pune,Maharashtra,2403.19
ORD0002672,CUST001463,2024-10-21,Delivered,Store,UPI,Bhopal,Madhya Pradesh,1784.52
ORD0002673,CUST004857,2024-10-21,Delivered,Mobile App,UPI,Chennai,Tamil Nadu,1237.72
ORD0002674,CUST003626,2024-10-21,Delivered,Online,UPI,Delhi,Delhi,1153.78
ORD0002675,CUST003360,2024-10-21,Delivered,Store,UPI,Patna,Bihar,514.42
ORD0002676,CUST003858,2024-10-21,Delivered,Online,Net Banking,Ahmedabad,Gujarat,956.74
ORD0002677,CUST002576,2024-10-21,Delivered,Online,Net Banking,Kolkata,West Bengal,851.28
ORD0002678,CUST002374,2024-10-21,Cancelled,Mobile App,Net Banking,Chennai,Tamil Nadu,2087.36
ORD0002679,CUST001862,2024-10-21,Delivered,Store,UPI,Jaipur,Rajasthan,973.79
ORD0002680,CUST000428,2024-10-21,Delivered,Mobile App,UPI,Coimbatore,Tamil Nadu,1454.6
ORD0002681,CUST004830,2024-10-21,Pending,Online,UPI,Bengaluru,Karnataka,485.6
ORD0002682,CUST003123,2024-10-21,Delivered,Store,UPI,New Delhi,Delhi,1722.6
ORD0002683,CUST004063,2024-10-21,Delivered,Mobile App,Credit Card,Varanasi,Uttar Pradesh,3134.27
ORD0002684,CUST002193,2024-10-21,Delivered,Online,Credit Card,Chennai,Tamil Nadu,1545.72
ORD0002685,CUST004914,2024-10-21,Delivered,Store,Net Banking,Nagpur,Maharashtra,1242.35
ORD0002686,CUST004262,2024-10-21,Delivered,Online,UPI,Chennai,Tamil Nadu,1013.67
ORD0002687,CUST000686,2024-10-21,Delivered,Store,UPI,,Maharashtra,1520.39
ORD0002688,CUST003388,2024-10-21,Delivered,Mobile App,Credit Card,Warangal,Telangana,1377.2
ORD0002689,CUST001796,2024-10-21,Cancelled,Mobile App,Debit Card,Warangal,Telangana,643.12
ORD0002690,CUST003660,2024-10-21,Cancelled,Store,Net Banking,Indore,Madhya Pradesh,2634.53
ORD0002691,CUST004892,2024-10-21,Returned,Mobile App,Credit Card,Pune,Maharashtra,464.97
ORD0002692,CUST001748,2024-10-21,Returned,Online,UPI,Kochi,Kerala,2713.14
ORD0002693,CUST000958,2024-10-21,Delivered,Online,UPI,Indore,Madhya Pradesh,1589.38
ORD0002694,CUST001444,2024-10-21,Delivered,Mobile App,Credit Card,Vadodara,Gujarat,756.42
ORD0002695,CUST004147,2024-10-21,Delivered,Store,Cash on Delivery,Chandigarh,Chandigarh,2539.67
ORD0002696,CUST004380,2024-10-21,Delivered,Online,UPI,Vadodara,Gujarat,1401.84
ORD0002697,CUST001122,2024-10-21,Delivered,Online,Credit Card,Hyderabad,Telangana,980.06
ORD0002698,CUST001529,2024-10-21,Delivered,Online,Net Banking,Jodhpur,Rajasthan,1412.85
ORD0002699,CUST002154,2024-10-21,Delivered,Store,Credit Card,Chennai,Tamil Nadu,1724.41
ORD0002700,CUST002515,2024-10-21,Delivered,Online,Debit Card,Amritsar,Punjab,2356.34
ORD0002701,CUST004161,2024-10-21,Delivered,Online,Net Banking,Hyderabad,Telangana,1805.8
ORD0002702,CUST003521,2024-10-21,Delivered,Mobile App,UPI,Mumbai,Maharashtra,1471.61
ORD0002703,CUST000197,2024-10-21,Delivered,Store,UPI,Bengaluru,Karnataka,5154.11
ORD0002704,CUST000070,2024-10-21,Cancelled,Online,Debit Card,,Maharashtra,651.84
ORD0002705,CUST000059,2024-10-21,Delivered,Online,Debit Card,Hyderabad,Telangana,1955.12
ORD0002706,CUST004791,2024-10-21,Delivered,Online,Debit Card,Mysuru,Karnataka,809.16
ORD0002707,CUST004375,2024-10-21,Delivered,Store,Debit Card,Thiruvananthapuram,Kerala,155.21
ORD0002708,CUST001231,2024-10-21,Delivered,Store,UPI,Ahmedabad,Gujarat,2369.13
ORD0002709,CUST004625,2024-10-21,Delivered,Store,UPI,Chandigarh,Chandigarh,2273.1
ORD0002710,CUST003586,2024-10-21,Returned,Mobile App,Debit Card,Hyderabad,Telangana,771.13
ORD0002711,CUST002741,2024-10-21,Delivered,Store,UPI,Thiruvananthapuram,Kerala,3351.94
ORD0002712,CUST000231,2024-10-21,Returned,Mobile App,UPI,Lucknow,Uttar Pradesh,237.12
ORD0002713,CUST002287,2024-10-21,Delivered,Online,UPI,Warangal,Telangana,2683.63
ORD0002714,CUST004451,2024-10-21,Delivered,Online,UPI,,Maharashtra,2253.95
ORD0002715,CUST003451,2024-10-21,Delivered,Online,Debit Card,Hyderabad,Telangana,4886.93
ORD0002716,CUST001036,2024-10-21,Delivered,Store,Debit Card,Bengaluru,Karnataka,2258.51
ORD0002717,CUST002090,2024-10-21,Delivered,Online,Net Banking,Chennai,Tamil Nadu,1271.37
ORD0002718,CUST000126,2024-10-21,Delivered,Store,Cash on Delivery,Varanasi,Uttar Pradesh,461.74
ORD0002719,CUST004930,2024-10-21,Delivered,Mobile App,Net Banking,Ahmedabad,Gujarat,632.96
ORD0002720,CUST004521,2024-10-21,Cancelled,Online,UPI,Chennai,Tamil Nadu,468.85
ORD0002721,CUST004176,2024-10-21,Delivered,Online,Cash on Delivery,Ahmedabad,Gujarat,687.35
ORD0002722,CUST004010,2024-10-21,Returned,Online,UPI,Kanpur,Uttar Pradesh,1425.99
ORD0002723,CUST001513,2024-10-21,Delivered,Online,Credit Card,Hyderabad,Telangana,619.78
ORD0002724,CUST004791,2024-10-21,Delivered,Online,UPI,Mysuru,Karnataka,745.37
ORD0002725,CUST003011,2024-10-21,Delivered,Store,Net Banking,Delhi,Delhi,841.18
ORD0002726,CUST003428,2024-10-21,Delivered,Online,UPI,Bengaluru,Karnataka,1794.09
ORD0002727,CUST000388,2024-10-21,Delivered,Store,Debit Card,Jaipur,Rajasthan,1977.4
ORD0002728,CUST002694,2024-10-21,Delivered,Online,UPI,Mumbai,Maharashtra,309.47
ORD0002729,CUST004609,2024-10-22,Delivered,Online,UPI,Surat,Gujarat,1503.14
ORD0002730,CUST001529,2024-10-22,Delivered,Store,Net Banking,Jodhpur,Rajasthan,7878.31
ORD0002731,CUST001768,2024-10-22,Delivered,Online,Debit Card,Mumbai,Maharashtra,1159.59
ORD0002732,CUST002618,2024-10-22,Delivered,Mobile App,Net Banking,Ahmedabad,Gujarat,515.86
ORD0002733,CUST002778,2024-10-22,Returned,Online,Net Banking,Hyderabad,Telangana,813.59
ORD0002734,CUST000751,2024-10-22,Delivered,Online,Credit Card,Jodhpur,Rajasthan,849.29
ORD0002735,CUST002179,2024-10-22,Delivered,Mobile App,UPI,Kanpur,Uttar Pradesh,750.48
ORD0002736,CUST000315,2024-10-22,Delivered,Store,Credit Card,Hyderabad,Telangana,550.38
ORD0002737,CUST003338,2024-10-22,Delivered,Mobile App,Credit Card,Kolkata,West Bengal,2275.22
ORD0002738,CUST002232,2024-10-22,Delivered,Mobile App,Credit Card,,Maharashtra,1463.42
ORD0002739,CUST000919,2024-10-22,Delivered,Store,UPI,Kolkata,West Bengal,1321.5
ORD0002740,CUST000719,2024-10-22,Delivered,Online,Debit Card,,Maharashtra,1295.72
ORD0002741,CUST001604,2024-10-22,Delivered,Online,Debit Card,Indore,Madhya Pradesh,452.37
ORD0002742,CUST004591,2024-10-22,Delivered,Online,UPI,Hyderabad,Telangana,1827.09
ORD0002743,CUST002949,2024-10-22,Delivered,Mobile App,Debit Card,Ahmedabad,Gujarat,1332.55
ORD0002744,CUST001979,2024-10-22,Pending,Online,Debit Card,Thiruvananthapuram,Kerala,2330.01
ORD0002745,CUST002793,2024-10-22,Pending,Mobile App,UPI,Amritsar,Punjab,1892.61
ORD0002746,CUST000308,2024-10-22,Delivered,Mobile App,Cash on Delivery,Chennai,Tamil Nadu,6359.86
ORD0002747,CUST000434,2024-10-22,Delivered,Mobile App,Debit Card,,Maharashtra,542.11
ORD0002748,CUST001953,2024-10-22,Returned,Online,Cash on Delivery,Kanpur,Uttar Pradesh,1932.57
ORD0002749,CUST001944,2024-10-22,Delivered,Store,Net Banking,Ahmedabad,Gujarat,857.15
ORD0002750,CUST004604,2024-10-22,Delivered,Mobile App,Cash on Delivery,Howrah,West Bengal,812.78
ORD0002751,CUST000232,2024-10-22,Delivered,Online,Credit Card,Kolkata,West Bengal,1045.26
ORD0002752,CUST003809,2024-10-22,Delivered,Online,Debit Card,Ahmedabad,Gujarat,1566.06
ORD0002753,CUST001885,2024-10-22,Cancelled,Mobile App,Debit Card,Hyderabad,Telangana,3828.76
ORD0002754,CUST004287,2024-10-22,Returned,Online,UPI,Kolkata,West Bengal,1179.63
ORD0002755,CUST000580,2024-10-22,Delivered,Online,Credit Card,Chennai,Tamil Nadu,282.85
ORD0002756,CUST002364,2024-10-22,Delivered,Online,UPI,Vadodara,Gujarat,752.31
ORD0002757,CUST004659,2024-10-22,Returned,Store,UPI,Chennai,Tamil Nadu,1068.4
ORD0002758,CUST002338,2024-10-22,Delivered,Online,Debit Card,Chandigarh,Chandigarh,3117.36
ORD0002759,CUST004667,2024-10-22,Delivered,Store,Credit Card,Jodhpur,Rajasthan,1021.28
ORD0002760,CUST004985,2024-10-22,Delivered,Online,Credit Card,Pune,Maharashtra,458.83
ORD0002761,CUST000082,2024-10-22,Returned,Online,Debit Card,Kolkata,West Bengal,235.76
ORD0002762,CUST004273,2024-10-22,Delivered,Online,Credit Card,Kanpur,Uttar Pradesh,539.77
ORD0002763,CUST003954,2024-10-22,Delivered,Online,UPI,Varanasi,Uttar Pradesh,292.19
ORD0002764,CUST001911,2024-10-22,Returned,Online,Net Banking,Pune,Maharashtra,535.97
ORD0002765,CUST003380,2024-10-22,Delivered,Store,Debit Card,Pune,Maharashtra,305.31
ORD0002766,CUST000283,2024-10-22,Delivered,Online,Debit Card,Mumbai,Maharashtra,1524.25
ORD0002767,CUST004009,2024-10-22,Delivered,Mobile App,UPI,Bhopal,Madhya Pradesh,843.88
ORD0002768,CUST001768,2024-10-22,Cancelled,Store,UPI,Mumbai,Maharashtra,1232.26
ORD0002769,CUST004790,2024-10-22,Delivered,Mobile App,UPI,Chandigarh,Chandigarh,1107.01
ORD0002770,CUST004176,2024-10-22,Returned,Store,Credit Card,Ahmedabad,Gujarat,1450.96
ORD0002771,CUST001587,2024-10-22,Delivered,Online,Cash on Delivery,Hyderabad,Telangana,1431.67
ORD0002772,CUST003947,2024-10-22,Delivered,Online,Debit Card,Howrah,West Bengal,776.92
ORD0002773,CUST003913,2024-10-22,Delivered,Online,UPI,Lucknow,Uttar Pradesh,2248.13
ORD0002774,CUST002896,2024-10-22,Delivered,Online,Credit Card,,Maharashtra,1141.66
ORD0002775,CUST002412,2024-10-22,Delivered,Online,Net Banking,Hyderabad,Telangana,1661.73
ORD0002776,CUST003432,2024-10-22,Delivered,Store,UPI,Pune,Maharashtra,748.94
ORD0002777,CUST000112,2024-10-22,Delivered,Store,Net Banking,Chandigarh,Chandigarh,1487.37
ORD0002778,CUST002641,2024-10-22,Delivered,Online,Debit Card,Howrah,West Bengal,2975.8
ORD0002779,CUST002634,2024-10-22,Delivered,Online,UPI,Chennai,Tamil Nadu,664.31
ORD0002780,CUST001390,2024-10-22,Delivered,Mobile App,Debit Card,Thiruvananthapuram,Kerala,1159.74
ORD0002781,CUST000766,2024-10-22,Delivered,Online,Credit Card,Chandigarh,Chandigarh,3832.99
ORD0002782,CUST002541,2024-10-22,Returned,Store,Cash on Delivery,Pune,Maharashtra,2042.86
ORD0002783,CUST003182,2024-10-22,Delivered,Online,Net Banking,Mumbai,Maharashtra,1348.81
ORD0002784,CUST004634,2024-10-23,Delivered,Online,Net Banking,Chennai,Tamil Nadu,914.32
ORD0002785,CUST003093,2024-10-23,Returned,Mobile App,Cash on Delivery,Hyderabad,Telangana,1173.72
ORD0002786,CUST001841,2024-10-23,Delivered,Online,Cash on Delivery,Howrah,West Bengal,1668.67
ORD0002787,CUST000519,2024-10-23,Cancelled,Mobile App,Net Banking,Ahmedabad,Gujarat,1060.97
ORD0002788,CUST002599,2024-10-23,Cancelled,Mobile App,Credit Card,Delhi,Delhi,1287.83
ORD0002789,CUST000615,2024-10-23,Pending,Mobile App,Credit Card,Bhubaneswar,Odisha,353.54
ORD0002790,CUST003403,2024-10-23,Delivered,Store,Net Banking,,Maharashtra,929.88
ORD0002791,CUST003893,2024-10-23,Delivered,Online,Cash on Delivery,Coimbatore,Tamil Nadu,1072.17
ORD0002792,CUST000662,2024-10-23,Cancelled,Online,UPI,Ahmedabad,Gujarat,905.47
ORD0002793,CUST001701,2024-10-23,Delivered,Mobile App,UPI,Chennai,Tamil Nadu,616.23
ORD0002794,CUST004661,2024-10-23,Delivered,Store,Debit Card,Kanpur,Uttar Pradesh,3288.02
ORD0002795,CUST004518,2024-10-23,Delivered,Online,Credit Card,Amritsar,Punjab,956.23
ORD0002796,CUST000328,2024-10-23,Delivered,Online,UPI,Howrah,West Bengal,661.71
ORD0002797,CUST004042,2024-10-23,Delivered,Mobile App,Debit Card,Chandigarh,Chandigarh,1513.83
ORD0002798,CUST000519,2024-10-23,Delivered,Mobile App,UPI,Ahmedabad,Gujarat,618.6
ORD0002799,CUST002599,2024-10-23,Delivered,Store,UPI,Delhi,Delhi,774.07
ORD0002800,CUST001682,2024-10-23,Returned,Online,UPI,Indore,Madhya Pradesh,3598.77
ORD0002801,CUST004443,2024-10-23,Delivered,Mobile App,UPI,Ahmedabad,Gujarat,425.87
ORD0002802,CUST001087,2024-10-23,Delivered,Mobile App,UPI,Bengaluru,Karnataka,2150.18
ORD0002803,CUST001155,2024-10-23,Delivered,Store,Cash on Delivery,Thiruvananthapuram,Kerala,1085.33
ORD0002804,CUST003732,2024-10-23,Delivered,Mobile App,Cash on Delivery,Howrah,West Bengal,1122.5
ORD0002805,CUST003036,2024-10-23,Delivered,Online,Credit Card,Vadodara,Gujarat,592.19
ORD0002806,CUST002622,2024-10-23,Delivered,Mobile App,Credit Card,Lucknow,Uttar Pradesh,2250.13
ORD0002807,CUST002033,2024-10-23,Delivered,Online,UPI,Bengaluru,Karnataka,202.99
ORD0002808,CUST001111,2024-10-23,Delivered,Online,UPI,Vadodara,Gujarat,664.56
ORD0002809,CUST001949,2024-10-23,Delivered,Online,UPI,Chandigarh,Chandigarh,1279.01
ORD0002810,CUST003257,2024-10-23,Delivered,Online,UPI,Nagpur,Maharashtra,872.87
ORD0002811,CUST002854,2024-10-23,Delivered,Mobile App,Net Banking,Ahmedabad,Gujarat,288.17
ORD0002812,CUST001768,2024-10-23,Delivered,Store,Cash on Delivery,Mumbai,Maharashtra,2395.42
ORD0002813,CUST001641,2024-10-23,Cancelled,Online,UPI,Madurai,Tamil Nadu,785.66
ORD0002814,CUST004035,2024-10-23,Returned,Store,Net Banking,Kochi,Kerala,1147.72
ORD0002815,CUST004836,2024-10-23,Delivered,Online,Credit Card,Kolkata,West Bengal,821.65
ORD0002816,CUST002663,2024-10-23,Delivered,Store,Cash on Delivery,Hyderabad,Telangana,800.89
ORD0002817,CUST004746,2024-10-23,Delivered,Mobile App,UPI,Jodhpur,Rajasthan,937.6
ORD0002818,CUST003858,2024-10-23,Delivered,Online,UPI,Ahmedabad,Gujarat,531.89
ORD0002819,CUST000293,2024-10-23,Delivered,Online,Net Banking,Kolkata,West Bengal,759.65
ORD0002820,CUST000409,2024-10-23,Delivered,Mobile App,Debit Card,Delhi,Delhi,2262.88
ORD0002821,CUST003441,2024-10-23,Delivered,Online,Net Banking,Hyderabad,Telangana,1221.07
ORD0002822,CUST000879,2024-10-23,Returned,Online,Debit Card,,Maharashtra,3294.06
ORD0002823,CUST000116,2024-10-23,Delivered,Store,Debit Card,Ahmedabad,Gujarat,1373.71
ORD0002824,CUST001067,2024-10-23,Delivered,Online,UPI,Howrah,West Bengal,404.48
ORD0002825,CUST002068,2024-10-24,Returned,Mobile App,Net Banking,Kolkata,West Bengal,1493.04
ORD0002826,CUST002624,2024-10-24,Delivered,Online,Cash on Delivery,Chandigarh,Chandigarh,2101.75
ORD0002827,CUST004183,2024-10-24,Cancelled,Store,UPI,Bhubaneswar,Odisha,326.65
ORD0002828,CUST001310,2024-10-24,Delivered,Online,Cash on Delivery,Chandigarh,Chandigarh,1076.7
ORD0002829,CUST004081,2024-10-24,Delivered,Store,Debit Card,Jodhpur,Rajasthan,801.02
ORD0002830,CUST002753,2024-10-24,Delivered,Online,UPI,Jodhpur,Rajasthan,619.66
ORD0002831,CUST003016,2024-10-24,Delivered,Mobile App,UPI,,Maharashtra,2110.41
ORD0002832,CUST004719,2024-10-24,Returned,Mobile App,Cash on Delivery,Kolkata,West Bengal,985.76
ORD0002833,CUST004209,2024-10-24,Delivered,Online,Net Banking,Kolkata,West Bengal,1642.28
ORD0002834,CUST004469,2024-10-24,Delivered,Online,UPI,Coimbatore,Tamil Nadu,2004.16
