Order_ID,Customer_ID,Order_Date,Shipping_City,Total_Order_Value,Order_day,Order_Month,Order_Year,Order_Status_Delivered,Order_Status_Pending,Order_Status_Returned,Sales_Channel_Online,Sales_Channel_Store,Payment_Method_Credit Card,Payment_Method_Debit Card,Payment_Method_Net Banking,Payment_Method_UPI,Shipping_State_Bihar,Shipping_State_Chandigarh,Shipping_State_Delhi,Shipping_State_Gujarat,Shipping_State_Karnataka,Shipping_State_Kerala,Shipping_State_Madhya Pradesh,Shipping_State_Maharashtra,Shipping_State_Odisha,Shipping_State_Punjab,Shipping_State_Rajasthan,Shipping_State_Tamil Nadu,Shipping_State_Telangana,Shipping_State_Uttar Pradesh,Shipping_State_West Bengal
ORD0001633,CUST003338,2024-10-01,Kolkata,2726.09,1,10,2024,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ORD0001634,CUST000150,2024-10-01,Ahmedabad,1906.44,1,10,2024,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ORD0001635,CUST001630,2024-10-01,Jodhpur,2162.96,1,10,2024,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
ORD0001636,CUST002749,2024-10-01,Thiruvananthapuram,243.88,1,10,2024,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ORD0001637,CUST004110,2024-10-01,Ahmedabad,609.6,1,10,2024,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ORD0001638,CUST000140,2024-10-01,Delhi,376.52,1,10,2024,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ORD0001639,CUST002884,2024-10-01,Bhubaneswar,711.51,1,10,2024,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
ORD0001640,CUST003589,2024-10-01,Kochi,2190.65,1,10,2024,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ORD0001641,CUST000756,2024-10-01,Ahmedabad,353.22,1,10,2024,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ORD0001642,CUST002953,2024-10-01,Bhopal,846.12,1,10,2024,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
ORD0001643,CUST001219,2024-10-01,,761.97,1,10,2024,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
ORD0001644,CUST000893,2024-10-01,Coimbatore,2122.93,1,10,2024,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ORD0001645,CUST001320,2024-10-01,Ahmedabad,1420.9,1,10,2024,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ORD0001646,CUST001746,2024-10-01,Mumbai,2918.11,1,10,2024,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
ORD0001647,CUST000012,2024-10-01,Mumbai,2502.45,1,10,2024,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
ORD0001648,CUST000755,2024-10-01,Pune,937.03,1,10,2024,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
ORD0001649,CUST001103,2024-10-01,Warangal,625.65,1,10,2024,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ORD0001650,CUST001366,2024-10-01,Pune,543.01,1,10,2024,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
ORD0001651,CUST003489,2024-10-01,Chennai,758.42,1,10,2024,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ORD0001652,CUST001725,2024-10-01,Pune,1233.85,1,10,2024,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
ORD0001653,CUST000533,2024-10-01,Delhi,895.58,1,10,2024,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ORD0001654,CUST002875,2024-10-01,Mumbai,401.68,1,10,2024,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
ORD0001655,CUST002349,2024-10-01,Pune,1401.62,1,10,2024,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
ORD0001656,CUST002113,2024-10-01,Delhi,986.84,1,10,2024,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ORD0001657,CUST002279,2024-10-01,Udaipur,1434.24,1,10,2024,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
ORD0001658,CUST003538,2024-10-01,Warangal,1026.74,1,10,2024,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ORD0001659,CUST001410,2024-10-01,Jodhpur,542.09,1,10,2024,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
ORD0001660,CUST002411,2024-10-01,Mumbai,512.78,1,10,2024,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
ORD0001661,CUST001146,2024-10-01,Indore,1526.57,1,10,2024,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
ORD0001662,CUST004988,2024-10-01,,797.67,1,10,2024,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
ORD0001663,CUST000363,2024-10-01,Ahmedabad,676.3,1,10,2024,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ORD0001664,CUST000400,2024-10-01,Kochi,5293.24,1,10,2024,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ORD0001665,CUST004593,2024-10-01,Mumbai,190.35,1,10,2024,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
ORD0001666,CUST004142,2024-10-01,Kolkata,877.65,1,10,2024,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ORD0001667,CUST004833,2024-10-01,Bhopal,968.36,1,10,2024,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
ORD0001668,CUST001758,2024-10-01,Mysuru,280.64,1,10,2024,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
ORD0001669,CUST000059,2024-10-01,Hyderabad,2845.33,1,10,2024,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ORD0001670,CUST001989,2024-10-01,New Delhi,1582.38,1,10,2024,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ORD0001671,CUST001022,2024-10-01,Delhi,3592.12,1,10,2024,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ORD0001672,CUST001443,2024-10-01,Hyderabad,1675.93,1,10,2024,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ORD0001673,CUST003893,2024-10-02,Coimbatore,465.84,2,10,2024,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ORD0001674,CUST003186,2024-10-02,Ahmedabad,150.0,2,10,2024,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ORD0001675,CUST004406,2024-10-02,Kolkata,1502.61,2,10,2024,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ORD0001676,CUST002379,2024-10-02,Pune,1067.52,2,10,2024,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
ORD0001677,CUST001731,2024-10-02,Delhi,1380.92,2,10,2024,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ORD0001678,CUST003274,2024-10-02,Kolkata,3732.1,2,10,2024,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ORD0001679,CUST002780,2024-10-02,Chennai,1320.81,2,10,2024,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ORD0001680,CUST003648,2024-10-02,Bengaluru,2560.13,2,10,2024,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
ORD0001681,CUST001463,2024-10-02,Bengaluru,1900.37,2,10,2024,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
ORD0001682,CUST000285,2024-10-02,Kolkata,1128.21,2,10,2024,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ORD0001683,CUST002569,2024-10-02,Mumbai,3235.09,2,10,2024,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
ORD0001684,CUST001677,2024-10-02,Kanpur,3142.11,2,10,2024,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ORD0001685,CUST001859,2024-10-02,Coimbatore,4024.1,2,10,2024,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ORD0001686,CUST000768,2024-10-02,Mysuru,3178.39,2,10,2024,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
ORD0001687,CUST003271,2024-10-02,Patna,6514.42,2,10,2024,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ORD0001688,CUST002505,2024-10-02,Guwahati,1417.52,2,10,2024,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ORD0001689,CUST003355,2024-10-02,Varanasi,1990.61,2,10,2024,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ORD0001690,CUST002477,2024-10-02,New Delhi,236.17,2,10,2024,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ORD0001691,CUST003413,2024-10-02,Amritsar,597.5,2,10,2024,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
ORD0001692,CUST004010,2024-10-02,Kolkata,957.88,2,10,2024,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ORD0001693,CUST004370,2024-10-02,Amritsar,1427.73,2,10,2024,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
ORD0001694,CUST000398,2024-10-02,Howrah,1845.31,2,10,2024,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ORD0001695,CUST001302,2024-10-02,Delhi,1084.37,2,10,2024,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ORD0001696,CUST003925,2024-10-02,Varanasi,1185.59,2,10,2024,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ORD0001697,CUST001918,2024-10-02,Chennai,1512.63,2,10,2024,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ORD0001698,CUST002717,2024-10-02,Amritsar,1775.8,2,10,2024,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
ORD0001699,CUST001683,2024-10-02,Bengaluru,818.68,2,10,2024,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
ORD0001700,CUST004776,2024-10-02,Mumbai,1840.54,2,10,2024,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
ORD0001701,CUST004553,2024-10-02,Indore,692.86,2,10,2024,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
ORD0001702,CUST000380,2024-10-02,Thiruvananthapuram,1754.96,2,10,2024,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ORD0001703,CUST003005,2024-10-02,Varanasi,383.12,2,10,2024,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ORD0001704,CUST004614,2024-10-02,Bengaluru,409.97,2,10,2024,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
ORD0001705,CUST001055,2024-10-02,Vadodara,873.91,2,10,2024,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ORD0001706,CUST004006,2024-10-02,Bengaluru,633.47,2,10,2024,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
ORD0001707,CUST001932,2024-10-02,Chennai,880.96,2,10,2024,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ORD0001708,CUST002032,2024-10-02,Bengaluru,2704.86,2,10,2024,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
ORD0001709,CUST000738,2024-10-02,Howrah,429.46,2,10,2024,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ORD0001710,CUST001528,2024-10-02,Pune,1554.4,2,10,2024,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
ORD0001711,CUST002262,2024-10-02,Mumbai,1869.93,2,10,2024,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
ORD0001712,CUST001678,2024-10-02,Vadodara,330.65,2,10,2024,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ORD0001713,CUST003276,2024-10-02,Pune,1014.41,2,10,2024,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
ORD0001714,CUST002050,2024-10-02,Jaipur,474.07,2,10,2024,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
ORD0001715,CUST003449,2024-10-02,Madurai,765.83,2,10,2024,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ORD0001716,CUST003951,2024-10-02,,1278.52,2,10,2024,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
ORD0001717,CUST004918,2024-10-02,Coimbatore,341.17,2,10,2024,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ORD0001718,CUST002258,2024-10-02,Jodhpur,1939.04,2,10,2024,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
ORD0001719,CUST001459,2024-10-02,Kochi,1011.94,2,10,2024,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ORD0001720,CUST001268,2024-10-03,Chennai,515.98,3,10,2024,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ORD0001721,CUST002791,2024-10-03,Thiruvananthapuram,1790.79,3,10,2024,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ORD0001722,CUST004446,2024-10-03,Mumbai,2706.95,3,10,2024,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
ORD0001723,CUST002577,2024-10-03,Ludhiana,700.28,3,10,2024,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
ORD0001724,CUST002361,2024-10-03,Bhopal,415.95,3,10,2024,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
ORD0001725,CUST004771,2024-10-03,Ahmedabad,956.76,3,10,2024,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ORD0001726,CUST004263,2024-10-03,Kanpur,2450.08,3,10,2024,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ORD0001727,CUST004994,2024-10-03,Patna,1093.5,3,10,2024,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ORD0001728,CUST001396,2024-10-03,Kolkata,494.13,3,10,2024,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ORD0001729,CUST000588,2024-10-03,Surat,1209.49,3,10,2024,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ORD0001730,CUST002916,2024-10-03,Hyderabad,771.06,3,10,2024,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ORD0001731,CUST004614,2024-10-03,Bengaluru,662.36,3,10,2024,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
ORD0001732,CUST000928,2024-10-03,Hyderabad,150.0,3,10,2024,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ORD0001733,CUST001313,2024-10-03,Mysuru,2445.32,3,10,2024,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
ORD0001734,CUST001637,2024-10-03,Mumbai,1075.03,3,10,2024,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
ORD0001735,CUST001491,2024-10-03,Delhi,733.52,3,10,2024,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ORD0001736,CUST003872,2024-10-03,Ahmedabad,1231.0,3,10,2024,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ORD0001737,CUST004248,2024-10-03,Delhi,3104.4,3,10,2024,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ORD0001738,CUST003716,2024-10-03,Jaipur,1329.9,3,10,2024,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
ORD0001739,CUST004535,2024-10-03,Ahmedabad,802.97,3,10,2024,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ORD0001740,CUST001795,2024-10-03,Madurai,765.72,3,10,2024,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ORD0001741,CUST004457,2024-10-03,Kolkata,945.2,3,10,2024,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ORD0001742,CUST002477,2024-10-03,New Delhi,490.6,3,10,2024,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ORD0001743,CUST001708,2024-10-03,Mumbai,630.53,3,10,2024,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
ORD0001744,CUST000100,2024-10-03,Ahmedabad,2449.49,3,10,2024,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ORD0001745,CUST003409,2024-10-03,Indore,447.02,3,10,2024,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
ORD0001746,CUST004103,2024-10-03,Nagpur,1920.57,3,10,2024,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
ORD0001747,CUST004166,2024-10-03,Chennai,2942.39,3,10,2024,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ORD0001748,CUST001988,2024-10-03,Delhi,1535.85,3,10,2024,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ORD0001749,CUST002061,2024-10-03,Hyderabad,729.7,3,10,2024,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ORD0001750,CUST000678,2024-10-03,Pune,3845.64,3,10,2024,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
ORD0001751,CUST003958,2024-10-03,Kochi,2942.69,3,10,2024,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ORD0001752,CUST001455,2024-10-03,Patna,925.7,3,10,2024,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ORD0001753,CUST004349,2024-10-03,Bengaluru,573.12,3,10,2024,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
ORD0001754,CUST001389,2024-10-03,Vadodara,6065.76,3,10,2024,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ORD0001755,CUST003531,2024-10-03,Hyderabad,552.05,3,10,2024,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ORD0001756,CUST003738,2024-10-03,Ahmedabad,926.97,3,10,2024,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ORD0001757,CUST001116,2024-10-03,Nagpur,751.5,3,10,2024,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
ORD0001758,CUST001659,2024-10-03,Surat,291.62,3,10,2024,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ORD0001759,CUST002898,2024-10-03,Kolkata,2338.52,3,10,2024,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ORD0001760,CUST000013,2024-10-03,Kolkata,595.84,3,10,2024,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ORD0001761,CUST004215,2024-10-03,Kolkata,1193.99,3,10,2024,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ORD0001762,CUST000061,2024-10-03,Chennai,3333.32,3,10,2024,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ORD0001763,CUST003587,2024-10-03,Kolkata,762.64,3,10,2024,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ORD0001764,CUST002264,2024-10-03,Bengaluru,1997.98,3,10,2024,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
ORD0001765,CUST003633,2024-10-03,Surat,649.61,3,10,2024,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ORD0001766,CUST002122,2024-10-03,Ahmedabad,455.83,3,10,2024,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ORD0001767,CUST002354,2024-10-03,Hyderabad,522.1,3,10,2024,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ORD0001768,CUST004493,2024-10-03,Kolkata,403.13,3,10,2024,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ORD0001769,CUST001932,2024-10-03,Guwahati,792.85,3,10,2024,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ORD0001770,CUST004546,2024-10-03,Kolkata,1130.07,3,10,2024,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ORD0001771,CUST002765,2024-10-04,Thiruvananthapuram,698.04,4,10,2024,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ORD0001772,CUST002737,2024-10-04,Mysuru,583.73,4,10,2024,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
ORD0001773,CUST003656,2024-10-04,Jaipur,4268.01,4,10,2024,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
ORD0001774,CUST001455,2024-10-04,Patna,1849.44,4,10,2024,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ORD0001775,CUST003303,2024-10-04,Mumbai,3001.33,4,10,2024,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
ORD0001776,CUST001493,2024-10-04,Hyderabad,787.33,4,10,2024,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ORD0001777,CUST003087,2024-10-04,Bhopal,1498.93,4,10,2024,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
ORD0001778,CUST003694,2024-10-04,Pune,1259.83,4,10,2024,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
ORD0001779,CUST003603,2024-10-04,Hyderabad,1017.04,4,10,2024,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ORD0001780,CUST003614,2024-10-04,Chennai,956.38,4,10,2024,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ORD0001781,CUST001401,2024-10-04,Ahmedabad,805.37,4,10,2024,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ORD0001782,CUST001506,2024-10-04,Mumbai,5563.29,4,10,2024,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
ORD0001783,CUST002186,2024-10-04,Bengaluru,3047.37,4,10,2024,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
ORD0001784,CUST000214,2024-10-04,Pune,448.31,4,10,2024,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
ORD0001785,CUST000501,2024-10-04,Kolkata,4111.18,4,10,2024,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ORD0001786,CUST001778,2024-10-04,Chennai,784.97,4,10,2024,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ORD0001787,CUST002381,2024-10-04,Coimbatore,784.82,4,10,2024,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ORD0001788,CUST003745,2024-10-04,Udaipur,869.21,4,10,2024,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
ORD0001789,CUST004571,2024-10-04,Jodhpur,782.06,4,10,2024,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
ORD0001790,CUST000645,2024-10-04,Jodhpur,647.42,4,10,2024,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
ORD0001791,CUST000868,2024-10-04,Hyderabad,1553.75,4,10,2024,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
